Geneid,"RNA STAR on dataset 4, 5, and others: mapped.bam"
CG3918,41
CG3342,72
Spat,186
RpL7A,2876
dx,34
CG34417,1202
CG17717,1
Pat1,361
APC7,2
pigs,3093
CG14443,1
CG3226,176
Cdc7,201
CG3224,164
Ctr1A,981
CG3198,204
Mcm6,30
ND-ASHI,955
l(1)G0255,1619
CG4095,0
Pink1,347
CG44303,3
CG3184,23
CG14442,274
CG14440,76
CG14441,660
CG3168,407
RpL17,4060
CG14439,729
CG14438,41
COQ7,207
shf,84
C3G,699
pod1,180
iav,2
Nf-YC,87
xit,9
Atx-1,1
nonC,98
mAChR-C,0
CG14435,640
CG4557,105
Cht11,58
CG4558,224
CG14434,30
CG43736,846
CG14431,195
CG32732,89
CG4586,5
CG3040,159
ogre,530
bou,376
Inx7,0
Inx2,4516
cm,133
CG42308,0
CG32736,347
CG3032,8
CG4593,143
CG12541,348
CG14427,0
nullo,0
CG4607,438
Sxl,12725
CG4615,793
CG4617,137
CG8300,278
fz4,224
CG9650,98
CG1958,0
CG1677,186
CG2059,79
unc-119,749
brk,57
Atg5,252
Dok,234
CG18155,4
CG42780,0
CBP,60
CG15034,0
CG1999,0
CheA7a,228
CG42781,0
CG15035,0
CG32727,0
CG42246,50
CG42704,2
CG42705,0
CG34337,1
CG9657,223
CG15036,12
CG32726,529
CG11368,3884
CG43198,0
CG32719,0
CG43138,0
CG32720,0
CG11369,0
CG12689,0
ct,515
CHES-1-like,715
CG15478,18
Hira,20
NELF-B,113
CG12155,140
Pdp,185
Rab39,235
Tom40,551
Ir7a,0
CG34338,0
CG32718,0
CG1402,213
CG10920,0
CG1409,0
Ir7b,0
dec-1,0
Ir7c,0
Ir7d,0
Ir7e,0
Ir7f,0
Ir7g,0
CG10932,262
Nek2,2
ND-MNLL,0
CG45089,3286
p115,106
RpS6,5556
bys,88
dpr14,181
spidey,568
snz,83
hdm,1
Ykt6,287
mahe,1133
CG10778,152
RpS14a,7317
RpS14b,936
Ubr3,466
l(1)G0193,811
CG15332,0
CG15330,0
sws,224
sn,1590
Tbh,193
CG15333,0
CG2233,4028
fs(1)h,1791
mys,873
Upf2,179
CG1571,0
CG2254,752
CG2256,4
UbcE2H,5334
CG2258,1061
Gclc,1064
CG1575,18
CG2260,30
cyr,37
CG2116,47
CG10958,18
CG2120,3
Smox,1867
CG17982,48
alpha-PheRS,109
CG2129,46
CG15336,0
CG10959,21
Gbeta5,789
CG18262,27
Traf6,442
GIIIspla2,1239
CG15337,3
CG10761,0
Or7a,0
CG2278,118
slpr,193
sdt,2895
CG2147,242
sni,63
Trxr-1,2141
ND-75,2291
CG1632,165
Corp,18
CG15343,31
CG1636,346
nAChRalpha3,850
CG1387,0
CG10555,315
PIG-T,79
lawc,839
Trf2,1294
CG32712,1
Miga,194
CG1440,1044
CG12123,84
org-1,0
CG32713,0
CG15347,73
Es2,45
Sptr,195
CG33223,1
CG12116,1138
Cp7Fa,1
Cp7Fb,0
Cp7Fc,4
Cp36,0
Cp38,0
otu,0
CG33181,205
Nrg,1344
PIP82,329
IntS4,27
CG12112,106
Trf4-1,199
CG12111,1
spirit,62
CG12065,185
CG12081,272
CG12659,65
Crag,837
Caf1-180,8
oc,295
CG12772,123
CG11284,662
Ppt1,17
Ogg1,7
CG11294,18
Hexo2,274
CG2004,159
CG1785,102
l(1)G0020,40
CG1789,22
Lim1,163
CG12075,291
Moe,3153
CG1885,128
Rbm13,41
e(r),1034
rdgA,6414
CG12661,0
CG43255,4
CG10962,74
CG12662,0
Nost,203
CG15365,38
CG10970,7
CG44325,1575
CG7246,16
HP1b,185
APC4,11
CG32708,23
CG32706,0
CG6999,3
CCT2,971
CG7766,111
Bx42,374
Arfrp1,230
AP-1gamma,1229
fend,221
CG7065,92
fh,75
Bap111,40
His3.3B,28605
Ost48,111
Dlip1,6
CG9034,998
Zpr1,91
CG44532,0
mei-P26,2968
CG12115,0
CG12057,0
CG12056,84
CG12106,112
CG12118,187
su(r),290
SmydA-9,330
Obp8a,126
CG15368,29
CG15369,7
t,1247
CG15370,0
Gr8a,0
CG12121,390
Ir8a,1
mxc,15
Larp7,28
amx,84
Dsor1,107
CG17754,2383
ric8a,433
Erk7,1
CG17440,0
Cfp1,38
CG16892,45
c11.1,590
lz,93
c12.1,153
c12.2,59
CG34449,1095
CG34450,3
BCL7-like,191
mgl,1509
CG44815,0
CG32700,499
CG34028,0
CG34026,0
l(1)G0320,482
RpS28b,16808
CG15317,18
Cubn,52
LPCAT,1577
CG42395,3
Hex-A,1156
Gga,97
Lst8,312
LysRS,175
CG42797,231
Ptpmeg2,581
CG3106,1
nej,650
btd,0
Sp1,40
CG1354,453
CG32698,150
Ser7,194
CG45060,0
CG45061,0
CG32695,511
CG15247,57
CG1468,33
CG9686,2800
CG9689,1581
CG9691,4256
CG15249,5
CG1986,0
Idgf4,1968
CG1791,57
CG1889,522
CG43386,27
CG15252,0
CG32694,211
CG33557,2
CG2990,0
Cht6,66
Yp2,7861
Yp1,21725
CG15312,242
Gr9a,0
ZAP3,338
CG2972,46
CG2974,58
RhoU,36
CG12645,0
CG43902,929
CG15309,3065
ATPsyndelta,2219
CG2962,0
CG15308,0
CG34408,185
Ipod,2
Hk,3320
CG12643,756
alpha-Man-Ia,2865
CG2909,86
Gip,432
CG15306,0
CG43740,137
l(1)G0289,3563
CG32679,0
CG17841,2234
CG32686,0
CG2898,6
CG32681,0
Psf3,61
flw,4086
CG32683,233
RabX2,1
CG12640,0
Or9a,2
Neb-cGP,5653
nocte,358
CG2889,24
CG2887,0
PPP4R2r,128
CG32687,1673
spri,327
CG15296,1
Rab9D,0
Hmr,9
CG2124,29
CG1628,312
CG43347,322
Rab9Db,0
CG9806,0
X11Lbeta,332
CG2111,0
Rab9E,0
CG12637,0
stx,1107
ras,1994
Rph,61
Tango5,478
Atg8a,6401
BTBD9,26
CG15211,853
Ant2,15
sesB,49851
Imp,381
sbr,392
CG15210,400
CG15209,2004
CG32669,35
CG17333,176
CG2202,76
feo,1
sofe,5
CG2186,607
CG2157,185
CG1637,803
Ork1,50
CG1582,99
CG15208,0
CG43901,444
v,85
CG2145,616
Myo10A,92
Rab9Fa,0
Rab9Fb,0
C901,0
CG42339,115
SmydA-4,75
CG1552,1868
CG1545,121
CG1537,57
CG15203,317
sev,108
Vago,421
CG2076,455
CG2061,150
CG42249,11
Hsp60A,2927
CG11122,91
Rpt3,567
Gtp-bp,248
Klp10A,740
CG44385,2
CDK2AP1,185
ssp7,1427
CG15199,108
CG15202,31
CG15201,2385
Ran,2058
Lint-1,63
rtv,239
Dlic,2577
CG32668,1
antdh,706
CG1394,3
CG15200,1
CG11106,0
CG44422,1097
CG15198,0
Ir10a,0
sisA,0
l(1)10Bb,399
CG1657,505
Kap3,239
CG34348,280
GCS1,349
CG11756,0
CG1738,20
CG11752,317
CG1737,44
dsh,82
Pa1,751
hop,37
Tim8,608
dlg1,3092
CG15196,0
Gr10b,1
Gr10a,0
Or10a,29
Gs2,5457
Evi5,571
Sk1,154
HP5,205
CG43155,22
Cyp4g15,481
Uba5,140
Spase25,197
CG33235,1
Drak,1022
CG1572,221
PGRP-SA,169
RpII215,108
CG11699,1233
Kmn1,53
CG11697,0
CG11696,44
e(y)2,37
CG11695,316
nod,9
CG1561,10752
rho-4,212
CG2533,0
CG2247,152
CG1703,97
RPA3,46
Met,498
Ptp10D,669
CG2371,175
bif,2644
PhKgamma,563
CG2444,807
FucT6,557
Amun,202
prtp,740
Tango10,320
CG15221,15
inaF-D,0
inaF-B,363
inaF-A,4
inaF-C,28
m,11
CG9360,221
dy,1
Karl,564
CkIIbeta,759
Hsc70-3,2663
CG1578,1099
rudhira,1799
CG15741,0
Cyp28c1,29
CG15740,0
p24-1,138
CG10347,23
ATP7,478
Nrd1,21
CG1847,352
CG11802,161
CG15739,319
CG10352,181
CG10353,541
SelG,738
CG1840,11
sicily,38
wisp,0
Upf1,308
CG43156,1
pot,3804
Sclp,2145
CG10362,130
cac,1723
gd,1
tsg,0
CG18130,3
fw,201
CG1806,97
CG1492,66
regucalcin,1927
Chrac-16,80
Lsm12,273
Tango4,54
Usp7,2603
Cyp311a1,12
Cyp318a1,18
Ten-a,1157
Uch-L5R,0
Muc11A,0
CG34323,0
CG12721,0
CG15734,1
CG11356,0
CG2750,0
CG1924,0
CG32655,0
CG45603,3
CG2577,0
Ir11a,0
CG32651,0
CG2574,0
Pkcdelta,86
CG15927,1
CG15731,0
Rab40,14
CG42258,793
Cpr11A,97
Lsp1alpha,42
Mks1,0
CG2556,79
hwt,1236
Cpr11B,212
CG11138,1356
LIMK1,439
CG1824,107
Sec16,817
CG1463,138
CG2543,92
CG11085,17
CG15728,3
Aven,20
CG2540,99
Tomosyn,196
CkIalpha,1390
Tis11,1645
Smr,1206
CG15725,26
CG4004,89
ade5,6654
CG12717,162
CG3812,2788
CG32647,5230
Pde9,589
CG3775,342
CG4661,0
CG32650,0
CG32649,146
CG4407,185
CG4404,783
mRpL49,73
Brms1,154
CG4645,160
fne,794
hec,24
CG32642,0
Mur11Da,0
CG15721,0
CG12716,0
CG32643,0
rad,414
CG15719,0
CG2209,3
CG12715,0
hep,849
lic,197
CG2200,100
CG43313,146
Fer3HCH,3
CG42237,65
CG32638,739
CG15717,1111
MFS10,47
CG32645,26
CG4318,0
CG4332,82
Bap60,141
CG12096,130
Lgr4,1
CG32640,0
CG32641,60
CG12723,0
CG2453,97
sno,419
CG44437,70
REG,916
mew,285
CG32639,2
CG15742,0
comt,3102
HDAC4,921
CG15743,65
CG15744,35
CG1764,137
CG1622,261
IP3K2,592
Jafrac1,3860
RpS15Aa,12661
CG15747,169
Syt12,452
dmrt11E,0
CG1640,3805
Rbp1-like,288
Tim9a,182
Yippee,682
CG1662,763
CG1673,1285
CG12725,0
GstT4,931
CG1998,326
Set2,61
Neto,277
CG34324,0
CG15754,2
CG44428,0
CG15756,1
Cpr12A,0
CG11816,0
CG32631,0
CG32633,0
CG46311,1400
Tango13,776
up,1279
CG11178,126
Ndc80,0
BthD,1
tth,376
Tango2,22
CG2691,89
NFAT,925
Lig4,16
CG11164,6
CG15760,644
CG11162,0
CG12177,95
CG11158,88
Nadsyn,385
Nna1,1036
CG9941,401
mus101,16
g,366
Grip91,136
CG11134,112
CG11151,1633
Pdcd4,1719
CG32625,0
Rtc1,29
Yp3,21601
rdgB,3064
CtsB1,556
CG11103,88
inaE,518
CG10993,0
CG10996,0
CG11095,40
Clic,1729
Nup93-1,40
jub,90
AMPdeam,8095
mamo,1969
CG11068,0
ben,3843
Ste12DOR,0
Ste:CG33247,0
Ste:CG33246,0
Ste:CG33245,0
Ste:CG33244,0
Ste:CG33243,0
Ste:CG33242,0
Ste:CG33241,0
Ste:CG33240,0
Ste:CG33239,0
Ste:CG33238,0
Ste:CG33237,0
Ste:CG33236,0
CG12479,0
CG12480,0
betaNACtes1,0
CG1368,1
CG11581,0
CG11584,0
CG32603,0
CG12481,0
CG11585,3
CG13403,6
yl,0
CG11590,47
l(1)G0007,33
l(1)G0469,290
CG11674,0
mRpL38,104
CG42271,538
Fbxl4,486
CG1434,89
mRNA-cap,145
CG32599,4
mud,4
CG46317,9057
CG1461,595
CG13404,508
na,128
Muc12Ea,1
CG9400,481
betaNACtes2,0
betaNACtes6,0
dpr8,256
betaNACtes3,0
betaNACtes4,0
CG9411,0
CG12540,1
CG14414,67
mRpS25,71
nmdyn-D6,35
CG9413,2021
NetA,57
CG5321,112
NetB,1755
CG43088,0
hog,0
CG15890,261
CG5334,0
CG5347,0
Ag5r2,1
Ag5r,89
rut,1311
CG14408,1081
CG14411,153
CG14410,2
CG14407,292
CG32590,43
Flo2,1121
CG12539,10
CG9522,10
CG9521,118
CG9519,70
CG9518,17
CG45065,0
CG45064,13
CG9514,10
CG9512,2480
CG9509,17
CG14406,52
CG12398,0
Eo,0
CG9503,0
CG32591,12
pdgy,1216
CG9030,0
eag,306
hiw,183
be,411
CG5541,437
ND-B18,976
opm,286
dob,20
Lsd-2,872
CG33177,3
CG33178,350
CG9065,215
CG15027,20
CG5599,155
Rab3-GEF,844
CG9072,0
Cyp4s3,312
drd,234
RpL37a,7480
CG9095,50
CG43737,322
CG32588,0
CG5662,0
CG43075,0
CG43076,0
CG9101,0
PPYR1,0
CG9106,0
CG5877,102
gce,773
Top1,159
dah,3
CG9114,7
HDAC6,1107
CG9123,35
CG12608,53
CG6227,43
acj6,8
Pp1-13C,2
CG9164,575
Cngl,214
Scamp,952
Ahcy,735
CG11655,214
shtd,20
CG6299,0
CG6294,799
CG15642,94
CG15641,0
Grip128,28
CG6308,5
mh,1
CG6324,0
CG6340,1838
Gmap,185
Ac13E,284
CG42300,0
CG7860,34
CG15643,90
CG9213,31
CG42299,1
cerv,47
CG7872,322
CG9215,41
CG8097,28
CG9220,118
CG8105,0
sog,404
CG8117,0
CG8119,0
CG15646,0
CG12708,0
CG15599,0
CG8128,432
CG9240,193
Pis,7170
CG8134,204
CG9281,2158
CG15601,39
CG8184,523
CG8191,22
CG12379,17
MagR,709
Arp6,55
CG11679,27
CG8206,697
CG8944,262
CCT6,463
CG8239,48
Graf,379
CG8260,0
mRpL3,42
CG17209,9
CG8952,0
CG33172,15
CG43672,0
CG43673,0
Efhc1.1,0
Paf-AHalpha,90
mRpS30,113
Rhp,58
CG8974,1917
CG32581,0
CG15602,29
PGRP-LE,52
sd,1962
CG8509,4
Chc,1060
CG8565,0
ArgRS,52
CG8578,388
sun,5531
UBL3,348
CG15914,11
Myb,148
AlkB,9
Gbeta13F,9377
Gapdh2,12301
CG16952,215
tay,247
MSBP,2313
CG15916,131
shi,2920
CycD,69
Lrp4,1078
CG8916,15
Lcch3,183
Ranbp16,371
Stim,3650
CG8924,106
Rrp47,186
mmd,747
Or13a,0
CG42766,6
CG9170,67
CG8931,77
ND-20,1627
eIF5,242
CG46312,9843
exd,3165
CG8939,1
vap,180
CG12698,0
Muc14A,0
CG12395,0
dpr18,250
Nipsnap,991
Tob,4484
CG8958,0
CG42353,5767
CG42354,0
disco-r,107
disco,30
CG12507,1
kat80,180
Mfe2,505
Prosalpha4,1971
eas,3575
CG32576,231
UQCR-14,3032
caz,104
CG9911,23
CG3632,205
CG3679,17
CG9914,591
CG9915,38
SWIP,20
Cyp1,7033
CG9917,1821
CG32579,63
CalpC,166
CG9919,980
CG9921,389
Dsp1,3536
sl,269
U2af50,301
PIG-Q,13
nonA,414
Fur2,3944
CG9992,133
CG4239,1339
TH1,71
mei-41,5
CG9981,0
CG4301,18
Traf-like,5
AnxB11,957
hang,517
CG9947,246
rngo,256
eIF2alpha,193
CG34015,44
eIF4H1,1994
para,4020
Cnx14D,0
CG9903,0
CG9902,67
Arp2,825
Pp2B-14D,1203
CanA-14F,2557
CG13014,31
SMC3,94
Ubc7,962
CG9784,115
Nup153,536
mbt,384
CG9782,38
Rok,940
CG9777,6
RpS19a,3556
SNRPG,241
mthl1,385
CG32573,0
CG42512,401
CG9723,122
r,34
CG15865,0
CG13012,164
CG13010,2
sing,11
Axs,155
Sep4,501
CG4678,608
CG9676,1222
spheroide,0
CG9673,0
CG4653,13
CG9672,0
CG13008,3
CG34325,465
CG32572,2
goe,214
TwdlX,0
TwdlY,0
TwdlZ,0
CG32568,0
Twdlalpha,4
if,908
mRpL22,140
CG9609,136
Sap30,125
Rrp45,58
CG4768,463
CG9132,638
CG4789,132
CG9125,37
CG13005,29
ppk28,8
CG4829,147
CG46306,41
CG13004,0
RSG7,609
CG13003,188
CG4872,118
Nprl2,131
Rcp,80
DENR,153
CG4880,18
CG13002,0
CG33252,0
CG4928,570
wus,14
CG13001,53
RhoGAP15B,116
CG13000,0
Ubr1,476
CG45002,3166
CG43996,0
CG43997,0
CG43077,1
wcy,288
CG4949,74
CG8945,1
CG4955,0
CG16700,1090
CG4991,471
Arpc3B,46
CG5004,150
mei-218,8
mei-217,54
RpS5a,5241
Chchd2,706
xmas-1,8
xmas-2,62
baz,1497
CG8918,0
CG5070,0
CG32564,4
CG32563,0
CG12995,34
CG18258,1
CG5162,713
CG12998,1917
CG5172,1569
CG34327,877
CG10598,0
CG10597,0
f,20
CG8915,97
CG42854,0
CG8675,130
CG8664,0
CG5445,270
CG8661,0
Fim,1255
B-H2,58
B-H1,169
CG8611,113
CG12994,193
CG5613,114
p-cup,0
CG8568,0
CG43658,693
ppk23,6
Ankle2,163
CG12991,1153
CG12992,11
X11L,697
stas,1412
CG8326,22
corolla,0
ND-24,770
CG8289,548
CG5800,20
RhoGAPp190,282
IntS2,27
beta-Spec,3197
CG12990,3
chas,435
CG8188,364
par-6,803
CG8173,21
CG42684,236
unc-4,26
OdsH,0
CG12986,0
Socs16D,332
CG6398,965
e(y)1,13
CG8142,4
Ucp4A,626
CG15814,487
Spt7,34
CG32554,0
CG32557,0
CG6762,120
Arp8,75
CG6769,58
mnb,604
CG12985,1
CG6788,0
GSS,1
CG32495,1
CG7772,177
Vps4,685
CG6847,94
Sh,2653
CG12672,1
CG6867,20
CG15373,0
Dhc16F,2
CG7536,891
Ada3,280
CG7206,630
scu,631
RhoGAP16F,33
Mvb12,148
Taf8,5
CG7135,252
wupA,7285
CG43133,1
ari-1,617
CG43229,0
Frq1,657
Frq2,365
Andorra,0
Hesr,0
Him,1
CG33639,151
upd2,1
CG15059,0
upd3,3
upd1,0
CG6023,30
CG6123,234
CG6106,15
CrebB,1478
por,71
CG6179,55
betaCOP,326
Tsf1,3529
CG32549,643
CG34328,2
CG15056,0
CG42323,102
CG32548,2
CG6290,234
CG32551,13
CG43841,3
CG32547,52
CG43843,0
Hayan,49
psh,122
CG15046,48
CG15044,0
CG15043,2
GalNAc-T2,561
Xrcc2,0
Wnt5,19
Ggt-1,171
CG6470,1
HisRS,608
Bx,767
CG6481,0
CG15042,0
CG15047,1
CG15040,0
wgn,896
Rip11,860
CG6540,34
CG6617,195
Ing3,38
CG6659,134
fu,164
CG6696,1
phm,0
Cyp18a1,124
CCKLR-17D1,93
Cyp308a1,16
CG42302,6
CG6873,0
CG12609,0
CCKLR-17D3,84
CG6891,443
CG18259,228
CG6961,133
S6KL,231
Atg101,1541
bnb,860
CG7058,195
CG42450,1317
CG7101,30
Pvf1,321
htk,91
CG7280,58
CG7322,443
Usp39,28
CG32544,1250
CG7326,176
CG34401,866
CG7332,859
CG7358,665
SdhBL,0
CG7378,1349
CG43759,239
Diedel3,0
CG14190,0
CG34330,416
CG7406,2
CG14191,5
CG7423,0
CG15882,0
tgy,0
Obp18a,639
RhoGAP18B,473
Inx5,6
CG33939,737
CG7556,274
CG7453,429
CG33253,1
Mec2,31
HP1D3csd,6
CG7914,17
CG14194,258
CG7990,799
Ulp1,180
CG14195,0
Mur18B,1
Muc18B,0
CG7884,5
CG14196,98
CG7889,23
CG7992,0
Hs3st-B,79
rictor,173
Vav,506
CG8010,104
CG32537,65
CG32536,41
CG8028,0
CG8034,724
CG8051,85
out,707
nAChRalpha7,1728
kek5,335
CG32533,11
CG12200,0
mRpS14,180
Naa15-16,355
pcm,66
ND-18,859
CG12204,33
ksh,85
Pfrx,298
CG14200,522
l(1)G0156,4346
CoRest,1057
CG12231,0
CG32532,10
Grip84,222
car,478
Tao,1250
CG14218,16
CG14204,0
CG14219,0
CG14205,0
RpS10b,1986
CG14220,226
CG14207,4126
Shawn,0
Tyler,265
CG14210,47
Tim9b,301
CG12788,0
CG14221,28
Naa20A,118
MKP-4,231
CG14212,1
e(y)3,503
Rcd-1,306
CG12237,1309
Sec61gamma,1510
Arp10,190
Ranbp21,220
CG14215,19
CG14223,31
Ssu72,205
Zw,182
et,93
dome,177
Ubqn,1174
CG14227,0
Mer,42
CG14229,163
Cdc42,1766
CG14231,62
CG14232,148
CG14230,20
meso18E,154
CG12531,954
AP-1-2beta,563
CG14234,953
COX6B,6564
CG18809,203
CG33932,0
Rpp20,309
parvin,835
Alr,60
Pmp70,200
CG12702,0
zld,23
SkpD,0
SkpC,0
SkpE,0
pico,776
Nup205,6
THADA,259
Hers,912
amn,2
CG45486,0
CG45487,0
CG45488,0
CG45489,0
CG45490,0
CG45491,0
CG45492,0
CG45493,0
CG45494,0
CG43784,0
CG12655,31
Nep3,1008
CG17003,0
Dop2R,582
CG9570,1
fd19B,0
Or19b,0
CG42581,0
karr,0
CG34331,218
CG15322,17
CG42583,0
CG34332,0
Or19a,0
CG9572,295
Rab35,258
Phf7,1
CG9577,135
CG9581,76
CG9578,94
AnxB10,546
Sdic1,2
Sdic2,0
Sdic3,0
CG46275,0
CG46276,0
CG46277,0
Sdic4,0
sw,94
obst-A,1200
Peritrophin-A,467
CG17068,122
Rab10,3074
CG17065,34
CG42577,0
Inx6,0
CG1504,1
CG1631,1
CG12679,0
jb,1
l(1)G0004,11
Syx16,79
HERC2,118
CG15459,0
CG15458,0
Obp19a,19
Obp19b,57
Obp19c,86
Obp19d,7558
Pp4-19C,342
cactin,17
CG15456,166
CG11710,170
mal,50
CG1695,437
CG42578,2
CG32506,294
GstT3,192
RhoGAP19D,927
CG15461,3
CG1812,234
Tak1,319
CG42579,0
RunxB,19
CG42580,0
RunxA,19
Cyp6v1,96
CG1835,1
hydra,0
run,12
CG1324,0
CG15452,0
shakB,854
CG32507,7
CG15450,0
CG1314,2
I-3,0
CG11227,0
Npc1b,0
Ser6,0
CG1304,0
CG44426,0
CG11666,0
r-cup,1
CG1532,301
CG1529,96
Ntf-2,674
CG15449,90
Mgstl,712
Cbs,71
Stt3A,181
bves,635
CG32512,14
CG11566,0
stg1,90
CG15446,0
CG1503,1
unc,0
CG15445,168
CG34120,1700
CG45154,0
CG14579,0
CG1724,0
CG32521,1950
CG32523,241
CG1722,7
CG1494,0
CG1718,552
CG1801,0
Rpt6,482
CG33713,0
SLIRP1,1966
Dd,784
CG1486,343
tty,480
fliI,101
dod,120
peng,77
sol,2194
Sep1,515
waw,4920
bbx,0
slgA,2822
Hlc,333
mst,21
lcs,316
whe,550
DIP-beta,395
CG10918,1
Ir20a,0
Cyp6t1,17
GCS2alpha,624
CG17450,0
CG33502,0
CG32820,0
CG32857,0
CG32819,0
CG32500,0
DIP1,254
CG40813,0
CG41562,0
CG14621,105
CG14615,78
tilB,3
wap,557
Usp2,966
CG14613,239
CG14618,46
CG12576,2464
Cp110,520
l(1)G0196,276
CG17600,119
S6kII,541
CG17598,411
CG17599,12
CG17601,0
Cda4,200
CG12446,0
fog,784
CG42346,796
CG34334,1
CG41106,1
CG40486,559
CG40485,7767
stnA,6038
stnB,0
FucTC,0
Rab21,113
CG13865,644
zyd,835
CG12061,1
CG17167,116
CG17163,355
CG17168,138
CG17169,5
CG17159,2611
CG17162,0
su(f),31
ATbp,64
CG11023,1
l(2)gl,989
Ir21a,1
Cda5,992
dbr,90
galectin,311
CG11374,27
net,26
Zir,42
CG11377,179
Nhe1,134
Sam-S,6205
ND-15,748
CG13694,7
CG4822,1152
CG3164,1503
Gs1,2308
CG31975,5
ovm,0
CG31974,64
CG11454,152
CG42399,17
CG3709,16
CG3436,196
CG33635,59
spen,922
mRpL10,75
CG11617,43
Tbc1d15-17,215
kis,1291
CG13693,2
Rpp30,3
CG3645,12
CG17075,258
CG3345,3
mbm,21
CG11555,82
CG17078,50
smo,127
CG11601,245
CG3625,1601
Amnionless,2
CG11562,110
U2af38,125
Stip1,566
Pi3K21B,1180
Plc21C,543
CG11912,0
CG11911,0
CG33127,3
CG43755,1
CG31921,0
Ent1,174
al,0
CG4213,211
RpI135,12
AP-2alpha,2435
ebi,294
CG13690,1
RpLP1,7691
CG11885,84
CG13692,1
BBS8,6
ex,119
crq,1905
shv,1
CG4133,203
CG4297,147
MED15,44
ush,37
cbt,634
lwr,571
Spp,386
Ets21C,31
nAChRbeta3,98
rempA,11
Tspo,1148
CG11835,32
CG2794,29
Nle,21
Sf3b1,71
Ipk2,73
cold,742
Ptth,1
Pph13,158
Gsc,3
CG13689,33
lectin-21Cb,0
lectin-21Ca,0
CG2839,0
ds,124
Hsp60B,0
Eaat2,2211
GABA-B-R3,436
CG12506,7
CG13946,5
CG13947,51
Gr21a,0
CG3544,2
Pkg21D,43
Nnf1b,1
Dbp21E2,16
Saf6,46
Pex12,67
CG15880,0
PGAP2,77
Clp,28
CG3662,6691
CG3862,40
dock,673
drongo,679
CG4291,46
kraken,479
CG13949,5
CG13950,63
aru,459
dbe,37
PNUTS,524
CG15824,18
ninaA,537
Lsp1beta,183
GluRIIC,3
CG4341,640
IA-2,15857
CG4375,1
CG4415,0
S,211
ast,10
Atg4a,513
CG4629,471
mtRNApol,71
CG14339,0
CG14340,23
Pino,3384
CG4552,314
Iris,132
CG4577,1392
MFS3,31
l(2)10685,10
Tfb4,5
Vps29,140
capt,876
Tango14,60
CG5080,1064
IntS14,12
CG14341,89
Plap,93
CG31922,22
Charon,34
CG4887,119
CG4896,495
CG5126,66
Tgt,21
CG5001,173
CG5139,0
CG43348,0
CG43349,0
CG5011,0
CG14342,6
CG42329,55
CG5397,45
robo3,179
a5,234
CG5440,0
CG33923,0
CG33922,0
Cdlc2,0
CG5556,0
CG5561,0
CG31924,0
CG5565,0
CG31659,2
NLaz,1603
CG14346,0
robo2,79
CG43401,0
CG43402,93
CG31928,0
CG33128,0
CG31926,0
CG31661,0
CG18131,1
CG7420,51
CG18132,0
halo,0
Or22a,2
Or22b,1
haf,264
CG10869,1
CG31935,118
CG14352,29
RFeSP,3223
chinmo,877
cpb,379
CG17660,345
mRpL48,105
frtz,45
Rim2,1071
Eno,7796
Rrp40,19
CG31937,256
CG17652,56
CG17646,528
CG17712,86
CG17648,0
Gr22f,0
CG17650,2
Gr22e,0
Gr22d,0
Gr22c,0
Gr22b,0
Gr22a,0
CG31933,0
CG31664,8
c-cup,2
wry,1706
CG31663,116
CG7295,0
CG15358,0
Wdr62,782
CG15357,0
CG33673,0
erm,21
Der-1,598
CG15356,13
CG15362,34
CG7289,79
Got2,2078
Npc2a,1369
Obp22a,1
CG33543,413
CG15353,74
Nplp4,6
CG4238,773
CG42296,0
lectin-22C,0
Su(dx),1290
Kebab,1
Or22c,0
dpr3,45
CG12674,0
CG4259,240
GlyP,3856
tho2,95
CG11723,149
TBCD,38
AIF,120
CG15382,26
aop,195
CG10874,353
CG34172,378
CG31668,0
CG33124,0
CG15385,280
Uch,929
CG34174,1
CG10880,51
CG42371,789
CG15386,0
mio,39
papi,345
CG15387,29
sau,997
Sec24CD,472
Tengl3,0
Tengl2,0
Tengl1,0
CG4267,403
Ser12,0
CG17239,0
CG17234,0
Send1,0
CG4270,0
CG34049,0
CG17242,0
CG4271,0
CG31681,0
CG42658,0
CG17237,0
robl22E,0
CG31949,0
CG16995,0
CG9967,3
eys,1591
Rab5,2126
Axud1,419
CG3597,349
CG3609,206
CG15390,11
Atxn7,48
Eogt,43
PIG-Wa,5
CG3557,0
CG43750,0
VGlut,5574
CG18641,26
CG31948,0
CG34448,0
CG34447,0
CG9886,282
CG44139,0
dpp,321
Slh,205
oaf,1083
CG3528,0
CG3515,0
Cyp309a1,62
Cyp309a2,183
Rad1,0
Sws1,111
insv,10
Elba2,1
ND-B17.2,1205
Arpc5,202
Drp1,432
CG15394,72
CG15395,0
CG43403,0
CG9962,0
CG43851,0
CG33125,0
Prosbeta4R1,0
Or23a,1
Prosbeta4R2,0
CG9879,0
Gr23a,1
CG31690,69
CG15398,0
CG31689,514
Hrs,265
CG9961,4
Cwc25,11
Pgk,741
Bacc,4971
CG9960,0
Snapin,431
Tnpo-SR,96
CG3077,313
aph-1,150
Taf10b,153
Taf10,136
colt,284
CG2862,401
CG15399,0
Syt1,15050
daw,184
CG2964,1
G6P,18
Duox,163
CG3123,2
CG3119,20
Cpr23B,0
CG2975,3
CG18558,0
CG18557,4
CG3117,11
CG2983,2
CG3104,379
