Geneid,"RNA STAR on dataset 4, 5, and others: mapped.bam"
CG14968,101
ZnT63C,2377
Drsl2,6
Drsl3,0
Drsl4,572
Drsl5,841
PIG-C,19
CG12016,0
CG42456,1142
Strip,555
PHGPx,1423
CG14961,18
CG14969,107
Drsl1,0
Drsl6,0
kst,182
Drs,2327
YT521-B,261
CG12010,10
CG12012,387
Ids,16
sty,834
eIF5B,263
armi,8
CycJ,19
CG14971,212
CG32267,577
CG42324,42
CG43074,0
ImpE2,0
Eip63E,2230
CG10359,112
CG10357,50
CG14974,0
dar1,48
CG10862,0
CG43098,0
CG43089,15
CG32264,2113
ppk27,0
CG32266,9
ntc,45
IntS10,22
CG32262,164
CG32263,3
PIG-B,185
Scsalpha,4666
Acp63F,1
enc,1099
Rdh,148
Awh,64
Fie,1929
Gr63a,4
CG14977,152
Ccz1,35
Ubi-p63E,1930
Sc2,346
ida,15
mge,552
Eip63F-1,2802
CG10866,248
CG12766,2
CG10863,737
CG14982,202
CG10853,0
CG14983,0
CG14984,460
CG12605,124
CG43915,0
scrt,1585
CG14985,102
FoxL1,0
Mul1,222
CG11594,340
Gr64a,0
Gr64c,0
Gr64b,30
Gr64d,43
Gr64e,0
Gr64f,0
CG11593,420
Rcd5,53
CG1136,873
Dpy-30L2,0
CG18869,9
dib,3
wit,755
CG32259,0
Faa,123
Gad1,10443
CG14989,5292
CG14990,8
CG14995,688
Fit1,1114
Ack,178
Chd64,1723
ens,2305
RfC4,16
Rop,2989
Ras64B,1002
Akh,4
CG32260,17
CG1299,280
nab,1
mas,0
Ero1L,211
CG18675,0
Teh4,46
Teh2,434
Teh3,212
VhaM9.7-c,360
tipE,71
CG43367,563
CG15005,0
Cpr64Aa,131
Cpr64Ab,1
Cpr64Ac,17
Cpr64Ad,5
ImpL2,272
CG14997,90
pav,0
ago,996
CG1265,158
CG15011,17
CG1309,326
CG11586,143
VhaM9.7-a,920
CG1273,1
CG33764,0
Ctl1,88
CG11583,42
srw,1
CG1316,318
TfIIEbeta,124
Hexo1,140
CG15012,2256
Fdx2,450
dyl,3
Claspin,3
PMP34,190
CG15014,35
Cip4,366
mRpS6,34
CG33514,4
CG11342,31
DopEcR,520
CG32240,0
slow,692
Syx17,473
CG15019,122
DOR,1243
CG15020,6
nAChRbeta1,222
CG15021,65
CG12607,17
CG11345,10
CG15022,0
CG15023,4
CG15024,76
CG32241,0
CG32249,0
CG32248,2
CG11349,0
CG7465,0
CG11350,0
CG13722,252
CG13721,25
CG13720,16
NT1,6
Tie,154
CG11353,4
CG32243,91
CG11357,177
CG33777,4
CG42540,6326
Src64B,581
CG32246,0
HDAC1,104
axo,228
CG13716,0
CG32238,0
CG32236,1
CG34266,0
CG7514,0
CG18418,0
RhoGEF64C,170
CG15876,0
CG13713,1
CG13712,0
CG12493,1
CG13711,2
CG7509,87
CG18808,0
Dhc64C,243
LeuRS-m,80
CG13708,0
CG13707,87
CG32237,0
CG32235,0
Dnah3,1
CG13705,0
CG13704,0
Rh50,389
Con,668
CG17030,3
CG32232,0
ATPsynCF6L,1
CG4597,0
CG15212,0
CG15213,86
CG4603,223
CG10674,251
CG4611,10
Prpk,24
CHMP2B,109
CG10672,164
Gdap1,18
Fitm,211
AlaRS-m,51
Gen,0
Srp54k,556
shep,5748
CG4669,0
lama,131
Klp64D,217
Cyt-c1,6244
Uev1A,4136
Membrin,37
Pfdn4,180
Ir64a,1
DIP-delta,394
CG4835,0
blanks,1
CG34342,30
Lkr,43
CG13285,73
frm,235
sinu,536
Sucb,219
Sras,71
bc10,69
Msr-110,3892
l(3)psg2,16
spo,0
CG10592,2
CG5150,0
CG10591,0
TM9SF3,165
mthl2,53
Eaf6,38
Blimp-1,612
lin-28,3
sif,0
Sse,0
CG46320,5024
CG44521,9
DnaJ-1,4252
Usp47,574
CG10576,1624
Txl,468
Ppat-Dpck,153
scny,676
vito,21
Myt1,36
PGRP-LD,0
Pmi,733
Cralbp,82
Bre1,76
Tektin-C,10
S6k,1402
CG42272,13
kri,211
mad2,3
vn,96
CG5568,0
CG18586,0
CG13287,0
DNApol-epsilon58,1
CG5592,0
CG32409,37
QC,98
CG32413,0
CG10486,0
CG13288,32
CG10483,92
CG32407,140
CG33523,2248
Rcc1,153
CG33993,166
CG10479,73
PVRAP,307
alphaKap4,0
CG10477,0
yip7,0
CG6462,0
Jon65Aiv,0
Jon65Aiii,0
Jon65Aii,0
Jon65Ai,0
tant,79
CG6592,7
CG10472,1
CG42269,198
CG6602,0
CG13295,54
CG6610,42
ssp6,192
CG13293,237
CG10469,3
CG10467,35
loj,334
Ets65A,357
l(3)mbn,216
Lcp65Ag3,3
Cpr65Au,1563
Lcp65Ag2,5
Lcp65Ag1,2
Lcp65Af,0
Lcp65Ae,0
Cpr65Av,0
Cpr65Aw,0
Lcp65Ad,0
Lcp65Ac,109
Lcp65Ab2,0
Cpr65Ax1,0
Lcp65Ab1,0
Cpr65Ax2,0
Lcp65Aa,0
Acp65Aa,174
CG13297,2
Cpr65Ay,0
Cpr65Az,0
CG13296,0
CG10289,1046
CG7376,11
CG10274,56
D19B,82
CG43293,2
D19A,73
CG7386,3
Sf3b6,548
Tnpo,1425
CG8219,3
LanA,231
CG33946,22
CG13299,0
BG642312,2
CG42714,0
CG10226,355
Mdr65,231
Best2,1015
CG10163,0
ImpL3,343
CG43168,1
Or65a,0
Or65b,1
Or65c,0
CG13300,96
Sfp65A,0
CG42747,95
CG10147,143
CG8270,23
Vps8,21
sfl,864
CG32396,1
MCU,390
jv,78
ndl,0
CG8368,110
zpg,0
CG8398,527
GluRIA,111
eIF4E4,0
CG32395,0
SP1173,978
CG8519,9
ple,2655
dikar,492
velo,146
CG8549,45
CG10103,264
CG32392,18
vvl,852
Prat2,450
CG45413,3
CG14820,0
tow,196
CG10077,1294
CG9948,68
CG10075,69
Surf1,25
sgl,431
CG10064,0
Mis12,15
CG9953,243
CG10063,0
Galphai,581
CG32388,0
CG43439,0
bin,0
Mp,1336
CG17744,0
CG8641,78
CG14823,936
CG32391,2
CG34030,1
Cpr65Ea,0
Cpr65Eb,0
Cpr65Ec,0
form3,215
msl-3,21
BBS1,2
CG8629,0
CG15829,5
CG8628,0
Dbi,1301
melt,35
corn,828
CG8620,51
Dscam2,185
CG14826,1
CG14829,1
BHD,36
RpL18,2230
Neos,26
mRpL50,82
mei-P22,1
Cdc27,148
MED4,38
CG14830,599
unc-13-4A,125
CG8607,8
RhoGEF4,0
Rint1,101
CG8602,2102
CG42307,240
mus312,0
CG43780,134
CG43781,0
eco,70
lark,481
Cln7,175
CG14834,1
Srp19,45
qm,483
CTCF,78
pst,1434
Sec63,618
Sh3beta,1584
akirin,1710
SMSr,131
smid,44
CG8564,0
CG8563,2
CG32379,0
CG8562,0
CG18417,0
CG8560,6
CG42458,242
Rac2,1292
CG14835,0
sphinx1,0
sphinx2,0
CG33278,0
ppk26,25
CG42661,0
Tsp66A,0
CG42660,0
CG8543,0
CG8541,0
CG43292,0
mthl6,1
Cyp316a1,0
Cyp4d8,107
CG8539,80
CG7548,3
CG7546,354
ltl,1857
lqf,2468
CG16998,0
CG32374,0
CG32376,0
CG14837,0
frac,1
CG14838,0
CG7716,0
Pura,357
Urm1,32
CG7506,25
CG32373,11
PGRP-SD,200
CG7492,355
Ank2,10839
CG44195,6255
CG12262,1175
CG7457,80
CG8492,0
Snmp2,24
CG13685,1415
CG7409,828
Hn,604
Clk,455
CG32371,6
CG32369,493
Pdp1,1747
CG32365,13
eIF4E5,1
pbl,165
CG8281,17
CG8111,72
CG32368,598
syd,755
Srp9,625
CG43880,0
exex,3
RNaseX25,642
CG8042,132
HP4,105
CG8209,68
CG8038,39
nmo,440
bip1,29
Ect4,1258
CG42590,0
CG42591,0
CG7565,188
fan,1
CG7927,226
Arp3,599
msk,633
ldbr,6
CG7550,38
mRpL36,65
Uba2,50
CdsA,7048
CG7504,25
mus301,6
CG13676,548
CG42445,93
CG43886,1
CG13675,18
RecQ4,4
Nmt,126
mthl7,0
Uxs,350
ERR,156
Atg18a,332
MED24,52
CG7387,0
UbcE2M,380
CG8005,155
CG7366,0
CG13679,1
tut,14
CG8006,0
CG8012,1107
CG13674,2
CG13678,5
eIF4E3,1
CG7213,0
Dscam4,311
cert,481
CG7201,5
Rab19,138
Arl5,157
CG13671,41
CG7194,30
Sbp2,64
Gr66a,8
BI-1,1458
CG7185,547
CG43059,0
CG13670,0
CG34461,67
CG34462,0
Cpr66Cb,2
Pex2,41
DNApol-alpha50,9
CG7083,563
CG7182,102
GAPcenA,257
Culd,4955
Idh,5424
ImpE1,2
Jon66Ci,0
Jon66Cii,0
CG7120,193
mkg-p,0
CG33057,858
CG13667,31
Oseg1,20
Exo70,65
mtrm,4
CG32354,17
Cbl,302
Unr,1818
CG6983,4657
Gug,946
CG43163,25
ZC3H3,68
CG6745,78
CG6765,98
CG6683,37
GstO3,159
se,1986
GstO2,212
GstO1,69
foi,461
ergic53,1204
rhea,11726
CG6638,146
CG43078,3432
Nelf-E,85
RpL14,4891
CG5989,47
CG6282,892
S-Lap1,10
S-Lap2,0
GAPsec,66
Zasp66,4456
Cdc6,6
Cpr66D,24
CG13305,64
Pex7,1
Arr2,53593
h,456
SrpRbeta,301
CG32022,75
CG6511,21
CG43965,0
Cp18,2
Cp15,1
Cp19,3
Cp16,0
Prm,4897
CG13306,7
Fhos,194
CG6576,0
CG5804,0
CG13310,1
CG13311,0
CG34426,0
CG32023,0
CG34427,0
CG13312,0
CG32024,0
CG13308,0
CG13309,0
dally,1918
CG32026,3
CG43169,0
Mcm7,10
TrpA1,4
mfr,1
Tsp66E,1460
CG43783,488
orb2,2996
GNBP3,157
mRpL12,105
CG13313,0
ValRS-m,22
CG5653,71
CG5021,386
CG5026,211
pix,1192
Srp68,199
CG5644,59
CG13314,28
Galk,912
CG5068,355
CG5280,5
smg,342
CG5087,146
Doc3,1
CG5194,0
Doc2,2
Doc1,1
CG5144,8
Argk,21840
CG4911,2472
CG4942,46
teq,189
CG32032,294
CG13315,4730
bol,1495
Dhpr,624
Use1,50
nwk,1561
Rdl,1988
Slc45-1,218
CG4476,3
CG4483,0
CG4477,0
GluRIB,284
PGRP-LA,993
PGRP-LC,567
PGRP-LF,167
UGP,1998
CG32040,8
CG32039,771
Pdxk,855
CG34456,12
Klp67A,3
mRRF1,49
CG4452,653
Fdx1,44
Hsp67Bc,85
CG4456,2162
Hsp22,0
CG4461,268
Hsp26,899
Hsp67Ba,149
Hsp23,1104
Hsp27,78
CG4080,162
eIF4E1,1189
Cpr67B,579
CG4022,174
CG3689,697
CG3967,687
CG3982,18
aay,5634
Shc,106
RpS17,2820
MTF-1,102
CG42526,16
Bet3,383
Nf-YA,185
CG33926,447
CG3529,483
CG3448,13
ghi,725
phol,216
CG3552,24
CG3437,28
CG3434,30
CG44838,242
Uch-L5,432
Jarid2,117
pall,111
CG32036,4
CG32037,14
path,2533
CG3408,34
RpS9,8823
CG33703,0
CG33702,0
CG33700,0
Or67a,3
Ir67a,0
CG42673,579
Tmc,2
CG3222,0
CG3088,1729
CG3306,4
LanB2,311
CG3335,15
Or67b,1
CG8336,40
fry,152
CG8329,259
CG18179,0
CG18180,3
CNMaR,61
CG16717,77
alphaTub67C,0
CG6767,2643
CG16719,1
Ubc4,493
CG6761,2
CG16711,125
SH3PX1,200
vsg,3999
CG18178,28
CG14174,19
nbs,13
defl,9
Naa60,173
ATPsynB,4396
CG6749,45
CG42268,1780
CG8177,709
CG32052,234
Zasp67,12
Ilp1,3
Ilp2,376
Ilp3,557
Ilp4,0
CG43897,7181
Ilp5,135
I-2,455
Cdk8,22
RasGAP1,663
CG10809,92
iPLA2-VIA,605
CG8108,238
CG34382,2
Taf2,15
CalpB,1532
CG6709,0
CG14164,113
CG6707,1937
nudE,825
bma,325
CG6685,326
Dronc,651
CG6674,38
CG42455,799
vnc,0
dpr6,240
CG14160,0
CG32053,0
CG32054,0
CG42825,0
CG42826,0
dpr10,806
CG8072,0
CG6628,3
ect,38
CG8065,0
CG32055,6
scramb1,188
Or67c,0
can,0
Or67d,1
CG12362,0
Ir67b,0
Ir67c,0
Gem3,36
CG32061,0
S-Lap3,0
Rbfox1,2189
S-Lap4,3
CG6527,0
CG42521,1
CG43127,0
CG34238,0
CG14151,0
CG42536,0
CG42535,0
hay,32
CG34001,0
E(z),45
CG8009,66
CG18628,3
CG32066,835
CG14154,0
CG14153,341
CG8003,73
Adi1,233
simj,415
CG11811,465
CG33493,110
ND-13B,825
NijA,378
CG43245,5
CG12523,0
CG42831,0
tna,475
CG6418,72
Blos4,79
CG6409,971
galla-2,54
CG6404,99
Cpr67Fa1,0
Cpr67Fa2,0
Cpr67Fb,3
Aps,798
CG14147,2
klu,32
Fad2,1
CG32079,0
CG32081,0
CG43693,356
CG7888,2299
CG6321,44
Blos2,73
CG32069,65
CG32075,27
SuUR,0
CG45101,242
CG6310,56
Mocs1,228
Pfdn2,558
CG7839,18
JIL-1,196
Iyd,3
CG33947,113
Irbp18,441
APP-BP1,15
Elo68beta,0
Elo68alpha,4
CG32071,0
CG32073,0
CG12522,0
CG34012,0
CG7638,138
Sod1,4004
FoxK,332
mRpL2,102
Ufd1-like,359
NaPi-III,1566
nol,9
CG32074,0
CG14143,2
IRSp53,563
CG6216,6
Alg10,38
wls,110
CG7616,81
CG14142,620
GlcAT-P,1028
Plod,455
CG7607,782
CG14141,166
Ube3a,199
CG7600,213
CG42671,1423
Ir68a,1
scyl,5077
CG6175,324
CG7573,0
CG6168,0
CG6163,49
CG11726,0
CG44362,0
CG7560,23
CG6149,0
CG7557,0
CG12289,0
CG7551,0
CG6140,1
Vha16-3,0
Vha16-2,0
chrb,10182
CG33500,0
Sgs8,0
Sgs7,0
CG33272,0
Sgs3,0
CG7512,2
CG11714,274
Fuca,0
Mob2,4251
CG7394,156
CG33267,0
CG33490,0
CG33489,0
CG33271,0
CG33270,0
CG43390,0
CG43391,0
CG33269,0
CG32086,2
rt,36
CG7377,0
CG33268,0
CG7368,43
CG14137,2
Duba,780
CG42832,0
Muc68Ca,0
CG6084,2435
CG6083,48
PCID2,17
CG18815,1441
CG32091,829
CG6071,4
RIOK1,44
CG7339,100
CG32085,219
TfIIEalpha,182
Sugb,219
Pldn,108
CG14135,47
CG11652,191
Dnai2,6
CG11658,1991
mtTFB1,0
Ccdc56,2013
crim,90
CG14132,286
Bmcp,166
sunn,1
CG32087,0
CG6024,1285
Gr68a,0
Muc68D,0
Tim13,1
Pi3K68D,556
CG14131,7
CG5964,0
CG10907,3
Klp68D,500
CG10361,100
CG42255,0
CG14130,25
CG5946,2387
CG11597,40
RpL10Ab,14020
CG32095,31
CycA,36
CG7264,0
CG43064,31
CG12521,1
CG44837,368
CG5906,1
Sprn,0
CCDC151,1
CG5897,17
CG11588,0
SdhAL,0
byn,0
Rpt4R,0
CG5883,31
CG7252,1
CG17826,0
obst-G,0
CG7248,0
CG11570,0
CG43294,0
prc,21
Muc68E,0
CG42397,0
CG14125,0
CG43896,0
CG6938,3
CG6931,1
viaf,425
Grip163,30
Pop2,422
CG6928,48
rols,48
CG43993,0
CG6793,0
CG43638,0
Sema5c,403
CG17154,0
vers,12
ssp,108
CG11560,61
yps,2385
Ir68b,0
CG34241,0
Lsp2,2080
CG11534,15
CG5645,7
Atg12,151
ND-SGDH,1427
RhoGAP68F,378
eIF3l,214
Nrx-IV,1000
CG32099,43
CG9760,106
Rh7,290
CAH2,1078
CG6910,992
Est-6,242
thoc6,64
Est-P,1
CG11529,29
Adk1,2358
CG5626,13
app,330
CG32100,77
Pbgs,153
CG4300,939
INPP5E,166
CG4328,25
CG44355,0
Lmx1a,57
CG10418,36
CrzR,107
Ncc69,259
CG32104,8
Obp69a,180
Smyd4-2,9
CG32103,4035
ArfGAP1,356
toe,51
eyg,80
CG32102,0
CG10616,145
CG10663,59
CG33725,1
CG10660,65
CG10657,486
CG10638,101
CG10681,63
CG10646,44
vih,416
CG10654,215
sti,0
tral,1624
Gcn5,66
ver,6
eIF2beta,106
nst,226
Tsf2,317
CG34242,239
Pmm2,70
CG4069,17
sowah,330
ara,24
caup,18
mirr,21
SmD1,72
Ptp69D,61
CG32112,58
CG32109,131
Klc,552
CG10984,115
CG10973,41
CG32113,26
Hip1,98
CG32106,0
CG10969,0
CG17666,0
Atg1,1357
CG42709,238
Sap130,194
CG32110,5
Sf3a2,56
CG42588,19
CG10960,2130
CG10948,688
Wbp2,1952
Ent3,519
CG32107,1
CG10943,0
CG14120,0
CG43894,0
CG14118,22
CG12520,90
CG32117,0
CG32115,11
CG10752,0
Or69a,0
CG10748,0
CG10749,0
CG11262,0
CG11263,1
CG14117,101
CG11261,1
MICAL-like,30
CG11267,748
mRpL20,110
ste14,42
AdenoK,763
RpS12,3616
Zmynd10,0
CG17672,3
SRm160,208
RpS4,4663
Syx13,539
CG11279,83
CG14115,0
CG34428,0
CG34429,0
CG17300,0
CG11251,1
trn,57
CG33262,0
snky,0
caps,2309
CG32119,0
Sfp70A4,0
CG42481,0
CG43147,0
SP,0
CG14113,0
CG17687,4
Nplp2,6783
CG14111,0
SNCF,0
CG14107,3
ImpL1,17
CG14110,0
CG10171,202
Poc1,10
sens,3
CG10222,47
flr,531
CG32121,3
CG33263,0
CG14106,0
CG14105,78
CG10713,81
CG10154,0
CG10725,0
CG10140,1
CG14109,274
cmb,56
CG10133,17
CG10738,26
CG10116,2
CG10089,212
stv,1369
Abp1,375
Tgi,129
Spt20,147
Vps36,20
Liprin-beta,127
CG10710,9
bru3,1673
CG43184,0
CG8757,12
CG8750,0
Tsp68C,1
Hml,6
CG8745,817
dysc,961
CG13737,24
Rgl,590
CG8833,6
DCTN1-p150,312
CG32137,447
Meics,12
ssp2,0
Nxf3,3131
CG13738,2
Hsc70-1,22
CG17364,765
CG17362,0
CG9040,0
26-29-p,471
CG17361,20
CG17359,11
Nprl3,55
upSET,870
Ptip,61
endos,1155
CG6650,266
CG6661,0
Hsc70Cb,1234
Neurl4,75
CG6833,87
CG13484,51
Frl,1226
Pex1,64
btl,99
CG8100,4
Fbp1,194
Sox21a,6
Sox21b,57
D,140
nan,4
nuf,2827
saturn,8
CG7768,21
CG7924,9
CG34244,12
CG7906,35
fz,428
CG13482,28
CG13481,0
CG43120,0
CG3868,0
stwl,96
CG3919,1
bbg,67
CG9592,0
CG4613,0
CG43246,0
Mpcp2,12394
Gbs-70E,1666
CG34039,13
Lk,33
CG42758,0
HGTX,5
shd,14
CG9628,1167
RecQ5,515
dlp,288
CG43121,0
ome,135
CG4914,19
CG5048,4
goddard,0
CG13474,0
CG17177,0
CG13476,1
CG13473,6
CG13471,0
Trl,1206
CG42507,0
CG33260,11
CG9384,826
CG17173,1
mop,404
bmm,927
Tdrd3,31
CG9425,127
NHP2,118
gnu,0
CG17839,1963
CG34245,0
DCX-EMAP,33
CG13465,0
BobA,0
Tom,1
Brd,0
Ocho,0
CG3349,0
CG5114,34
mnd,184
Zip71B,342
mRpL39,75
Prosbeta2,820
Reck,125
Sytbeta,542
CG32148,0
Rpn12R,0
ind,0
CG43678,0
CG18581,0
CG12310,8
CG43679,261
CG13461,2
CG43680,95
CG18649,2
EAChm,1
CG13460,0
Plp,327
Or71a,38
sstn,63
GlyRS,96
CTPsyn,217
CG45071,46
CG13458,6
Cep135,93
CG16959,158
CG32847,0
CG13457,0
CG12316,16
Pdi,2713
CG32147,53
Pex3,237
FucTA,476
Msh6,16
Prp31,187
CG7011,44
CG6878,191
CG6888,0
Tollo,497
Best4,0
Best3,0
CG7255,139
Toll-6,437
CG33259,0
CG7804,0
Ran-like,0
CG12355,367
CG13455,3
CG7276,0
CG7275,47
CG7272,732
CG7857,22
CG7841,623
Z600,0
gdl-ORF39,198
gdl,38
Eip71CD,1966
CG13454,0
mex1,2
yellow-k,0
CG7945,128
CG33986,0
CG33985,0
CG42729,0
CG42728,0
obst-H,0
CG43248,3
CrebA,236
AGO2,722
CG7739,836
SCCRO,214
dop,326
CG16979,106
mrn,44
CG12301,22
AIMP2,132
CG7656,600
RhoGAP71E,1118
CG7650,292
CG13449,1
comm3,29
CG7372,65
CG43083,0
Eig71Ea,0
Eig71Eb,0
CG43084,0
Eig71Ec,0
Eig71Ed,0
Eig71Ee,0
Eig71Ef,0
Eig71Eg,0
Eig71Eh,0
Eig71Ei,0
Eig71Ej,0
Eig71Ek,0
CG43082,0
CG7304,0
CG7579,0
pgant8,27
CG34452,0
CG34451,1
comm2,274
CG42571,0
CG42570,0
comm,241
CG6244,0
CG13445,0
fwe,7431
CkIIalpha-i1,23
DCP2,2593
dbo,979
CG12713,33
CG18081,942
CG15715,377
meru,67
pHCl-1,2295
sff,1183
Pka-C3,243
GXIVsPLA2,702
elgi,225
CG17032,275
l(3)72Ab,75
CG10516,287
brm,41
CG17026,129
CG17029,275
CG17028,13
CG17027,411
Arl1,287
DNApol-delta,8
Hip14,680
CG5830,1175
mRpS31,86
mib1,148
Notum,41
CG42717,1
CG42716,1
CG42538,0
CG5895,157
Diap1,1355
Mbs,3349
CG33258,2
CG13075,2
Tasp1,302
CG5235,0
ClC-c,454
CG13074,3
ATPsynbetaL,1
IleRS-m,9
IntS9,18
CG43295,0
Zn72D,890
Taf4,593
Strumpellin,56
Pgm,906
SsRbeta,1005
Trs20,105
elg1,15
CG5157,1
CG5151,34
CG32152,98
CG33796,0
CG33795,0
CG33687,0
CG33688,0
CG33689,0
CG33690,0
CG13073,0
l(3)72Dn,26
CG5027,436
PDCD-5,140
MED10,169
Hsc20,32
l(3)72Dp,204
l(3)72Dr,4
CG13055,16
CG13054,20
CG13053,1
CG34247,4
CG13071,403
CG13070,0
CG13051,0
CG13069,1
CG4950,324
CG13068,7
CG34248,21
CG13067,99
CG13066,1
CG13065,313
CG13050,0
CG13064,2
CG13049,0
CG13048,0
CG13047,0
CG13046,4
CG13045,0
CG4962,1796
CG4982,1
CG13044,77
CG43249,1
CG13043,462
CG13063,120
CG13042,58
CG13062,19
Nplp3,26759
CG13041,6
CG13060,0
CG42718,0
CG13059,4
CG13040,1
CG13039,0
CG13038,34
CG13058,0
CG33061,3
CG33060,0
retinin,11656
CG13056,375
CG4998,58
CG33257,0
mRpS34,88
Golgin104,46
Tcs3,41
Pdh,13278
ringer,473
Cpr72Ea,1
Cpr72Eb,0
Cpr72Ec,470
CG4842,188
CG18814,0
roq,1889
CG4753,113
CG4729,572
RAF2,25
CG44836,6
Gagr,64
fax,5100
TMS1,2036
GluRS-m,9
TyrRS,247
CG33158,22
dsx-c73A,1
aos,473
CG43373,1502
CG42514,0
st,96
CG13033,0
CG4229,0
Mipp1,1007
CG43206,0
mbf1,1107
nxf2,2
Smn,94
Rpn12,1108
UQCR-C2,2351
Syx8,185
CG32163,44
l(3)73Ah,107
tra,143
spd-2,0
CG32165,92
CG32164,0
CG4098,0
Prosbeta6,1379
Su(P),157
CG4101,133
Mo25,522
Abl,246
Baldspot,4003
Galphaf,3
zetaCOP,393
CG13032,1
CG43954,0
Lasp,615
CG9692,0
Dab,406
CG13026,21
CG13031,1
PGRP-SB2,1
PGRP-SB1,531
Dbp73D,31
CG9701,231
CG42852,0
Nrt,338
CG13025,38
CG9705,345
CG9706,99
eIF3e,302
CG9674,22898
nudC,156
CG13024,357
TSG101,145
CG9669,101
Zcchc7,76
CG32161,6
Rh4,3127
sina,202
sinah,0
CG13029,0
CG9951,24
Lmpt,4446
CG32170,44
CG13028,2
CG13023,42
CG11905,9
CG13022,16
Cpr73D,66
Obp73a,0
Nc73EF,2016
Exn,532
CG3764,289
CG6664,466
CG7728,55
CG6652,4
a10,355
Fit2,130
CG7730,5
Ilp8,24
beg,4
scaf6,454
Papst2,42
CG14057,28
TpnC73F,43
rogdi,1468
CG7724,84
Rbp6,3107
CG6512,507
CG7707,0
CG6497,1
CG13723,0
ND-24L,0
CG13724,0
CG13725,0
Or74a,0
CG6479,33
CG13727,0
brv2,1
Mip,339
CG7692,101
tap,4
Cad74A,81
CG13728,1
CG13731,0
blot,553
Sec3,102
CG7630,5182
CG33051,15
CG33052,37
frc,681
CG32174,0
CG32176,35
CG12229,0
CG18265,166
QIL1,1043
CG7589,59
UQCR-Q,885
CG34250,299
CG13733,0
qjt,0
CG6333,0
Oatp74D,47
edin,4
U4-U6-60K,112
CG7564,663
Edc3,935
Nedd4,1615
Jon74E,0
CG7542,0
CycT,171
Eip74EF,375
Vps60,470
CG7510,593
CG7497,250
Pep,2195
CG43085,3
Ndfip,648
Krn,106
CG7484,133
Crtc,310
CG34251,1
Ccn,362
CheB74a,0
CG6052,0
CG7460,16
CG6034,1
Adgf-B,1
Adgf-A,113
Adgf-A2,2
CG32182,0
CG32181,1
CG42815,0
CG42816,0
NUCB1,284
CG5589,6
CG32187,0
CG32191,117
Cln3,51
Ir75a,2
Ir75b,1
Ir75c,0
Grd,121
CG32188,0
CG32189,0
CG5577,274
CG5567,352
MED19,177
CG7430,3344
TrpRS-m,153
CG5535,31
CG34002,0
CG7408,55
CG5506,0
CG16775,2
CG7402,5
Tsp74F,1201
Prestin,226
CG14353,65
CG5290,19
Eip75B,700
CG32192,1
CG42393,0
CG44006,4
CG44005,0
CG44004,3
CG34253,169
CG13698,423
mRpS26,64
CG5147,76
mus304,10
CG32195,110
CG7341,6
CG42853,0
Cyp312a1,6
geko,150
CG7330,2
CG13699,7
hid,311
CG7320,0
CheA75a,7
CG5103,0
CG13700,0
grim,45
rpr,60
skl,145
CG32196,57
CG4306,17
Met75Cb,0
Met75Ca,0
AstC-R2,192
CG32198,0
AstC-R1,81
CG7271,0
term,1
CG4174,0
CG13380,11
CG18234,0
CG18233,0
CG18231,0
CG32201,0
CG32199,0
not,164
bora,0
MYPT-75D,516
CG42495,32
Capr,456
GNBP2,91
GNBP1,79
CG34254,0
Sgf11,18
CG32202,59
Chmp1,743
Cyp12c1,2
CG6893,0
Dic4,0
CG12477,0
CG6885,0
MED11,145
Nufip,2
Atg3,175
ftz-f1,1103
CG14073,166
HipHop,38
Cat,1595
Indy,1031
CG6865,0
CG14074,12
Dysb,104
Grx1,238
Rad9,9
Blos3,57
Ugt,294
CG3961,2109
NijB,5
CG3902,897
RpL26,3725
arx,37
CG6843,24
CSN1b,98
CG6841,135
CG14077,30
Ir75d,0
CG6839,0
CG18223,2
CG3819,1
CG32204,483
CG43049,0
CG6836,86
CG14075,24
CG11619,20
CG34256,48
CG18135,2607
CG3808,434
SmydA-2,39
nkd,298
Acp76A,0
CG43407,0
CG3797,315
Sfxn2,872
Mkp3,1943
MESR6,153
CNPYb,233
CG10424,133
CG14079,2
Gem2,25
CG14082,462
Spn75F,7
fz2,1225
CG33647,0
mRpL21,109
rept,34
nes,969
Bet1,70
Max,331
CG42374,262
CG9666,0
CG45081,3
CG9629,389
CG14085,6
CG14088,0
CG14086,0
CG14089,0
Gbs-76A,444
fal,84
pip,248
CG32206,559
ms(3)76Ba,0
CG33062,4
Chd3,1
CG14095,0
CG14096,0
CG32214,0
825-Oak,0
CG12519,0
CG18294,0
CG32213,0
brv1,1
CG32212,0
CG9449,118
CG9451,47
CG9452,60
Cpr76Ba,1
Cpr76Bb,20
Cpr76Bc,11
Cpr76Bd,175
CG9279,38
CG43885,7
Ltn1,156
Rcd7,1
CG9300,8
Shal,1550
CG9231,717
CG9330,132
CG14100,44
ash1,74
Taf6,57
CG9368,435
lush,706
CG9372,272
Lon,248
PIG-F,89
l(3)76BDm,74
asf1,151
ms(3)76Cc,1
wnd,306
CG8786,403
Oat,59
tey,46
CG8765,170
Gbeta76C,9454
verm,2512
serp,538
Trpml,0
CG42637,0
CG42529,0
CG42638,1
Gyc76C,0
ms(3)76Ca,0
SREBP,703
CG14102,74
Ir76a,275
TORIP,32
CG15881,98
CG34116,8
CG14104,47
